year,office,county,party,candidate,electionType,votes
2004,senate,chatham,democratic,mary squires,primary,2027
2004,senate,chatham,democratic,jim finkelstein,primary,797
2004,senate,chatham,democratic,cliff oxford,primary,4143
2004,senate,chatham,democratic,govind patel,primary,391
2004,senate,chatham,democratic,sid cottingham,primary,283
2004,senate,chatham,democratic,jim boyd,primary,1698
2004,senate,chatham,democratic,leigh baier,primary,1626
2004,senate,chatham,democratic,denise majette,primary,7306
2004,senate,chatham,democratic,denise majette,general,42691
2004,senate,decatur,libertarian,allen buckley,general,197
2004,senate,decatur,republican,mac collins,primary,191
2004,senate,decatur,republican,johnny isakson,primary,495
2004,senate,decatur,republican,johnny isakson,general,5037
2004,senate,decatur,republican,herman cain,primary,273
2004,senate,decatur,democratic,mary squires,primary,301
2004,senate,decatur,democratic,jim finkelstein,primary,121
2004,senate,decatur,democratic,cliff oxford,primary,717
2004,senate,decatur,democratic,govind patel,primary,42
2004,senate,decatur,democratic,sid cottingham,primary,65
2004,senate,decatur,democratic,jim boyd,primary,910
2004,senate,decatur,democratic,leigh baier,primary,284
2004,senate,decatur,democratic,denise majette,primary,290
2004,senate,decatur,democratic,denise majette,general,3280
2004,senate,pike,libertarian,allen buckley,general,156
2004,senate,pike,republican,mac collins,primary,2146
2004,senate,pike,republican,johnny isakson,primary,742
2004,senate,pike,republican,johnny isakson,general,5031
2004,senate,pike,republican,herman cain,primary,344
2004,senate,pike,democratic,mary squires,primary,37
2004,senate,pike,democratic,jim finkelstein,primary,23
2004,senate,pike,democratic,cliff oxford,primary,130
2004,senate,pike,democratic,govind patel,primary,5
2004,senate,pike,democratic,sid cottingham,primary,8
2004,senate,pike,democratic,jim boyd,primary,78
2004,senate,pike,democratic,leigh baier,primary,54
2004,senate,pike,democratic,denise majette,primary,219
2004,senate,pike,democratic,denise majette,general,1445
2004,senate,walton,libertarian,allen buckley,general,562
2004,senate,walton,republican,mac collins,primary,2071
2004,senate,walton,republican,johnny isakson,primary,5647
2004,senate,walton,republican,johnny isakson,general,20947
2004,senate,walton,republican,herman cain,primary,2089
2004,senate,walton,democratic,mary squires,primary,127
2004,senate,walton,democratic,jim finkelstein,primary,40
2004,senate,walton,democratic,cliff oxford,primary,286
2004,senate,walton,democratic,govind patel,primary,18
2004,senate,walton,democratic,sid cottingham,primary,23
2004,senate,walton,democratic,jim boyd,primary,196
2004,senate,walton,democratic,leigh baier,primary,94
2004,senate,walton,democratic,denise majette,primary,677
2004,senate,walton,democratic,denise majette,general,5708
2004,senate,franklin,libertarian,allen buckley,general,162
2004,senate,franklin,republican,mac collins,primary,250
2004,senate,franklin,republican,johnny isakson,primary,596
2004,senate,franklin,republican,johnny isakson,general,4773
2004,senate,franklin,republican,herman cain,primary,369
2004,senate,franklin,democratic,mary squires,primary,392
2004,senate,franklin,democratic,jim finkelstein,primary,111
2004,senate,franklin,democratic,cliff oxford,primary,299
2004,senate,franklin,democratic,govind patel,primary,55
2004,senate,franklin,democratic,sid cottingham,primary,87
2004,senate,franklin,democratic,jim boyd,primary,1150
2004,senate,franklin,democratic,leigh baier,primary,472
2004,senate,franklin,democratic,denise majette,primary,331
2004,senate,franklin,democratic,denise majette,general,2289
2004,senate,forsyth,libertarian,allen buckley,general,1476
2004,senate,forsyth,republican,mac collins,primary,2150
2004,senate,forsyth,republican,johnny isakson,primary,9897
2004,senate,forsyth,republican,johnny isakson,general,46118
2004,senate,forsyth,republican,herman cain,primary,5248
2004,senate,forsyth,democratic,mary squires,primary,121
2004,senate,forsyth,democratic,jim finkelstein,primary,52
2004,senate,forsyth,democratic,cliff oxford,primary,222
2004,senate,forsyth,democratic,govind patel,primary,16
2004,senate,forsyth,democratic,sid cottingham,primary,16
2004,senate,forsyth,democratic,jim boyd,primary,132
2004,senate,forsyth,democratic,leigh baier,primary,88
2004,senate,forsyth,democratic,denise majette,primary,396
2004,senate,forsyth,democratic,denise majette,general,8394
2004,senate,macon,libertarian,allen buckley,general,64
2004,senate,macon,republican,mac collins,primary,22
2004,senate,macon,republican,johnny isakson,primary,54
2004,senate,macon,republican,johnny isakson,general,1847
2004,senate,macon,republican,herman cain,primary,36
2004,senate,macon,democratic,mary squires,primary,196
2004,senate,macon,democratic,jim finkelstein,primary,81
2004,senate,macon,democratic,cliff oxford,primary,561
2004,senate,macon,democratic,govind patel,primary,29
2004,senate,macon,democratic,sid cottingham,primary,27
2004,senate,macon,democratic,jim boyd,primary,511
2004,senate,macon,democratic,leigh baier,primary,199
2004,senate,macon,democratic,denise majette,primary,464
2004,senate,macon,democratic,denise majette,general,2647
2004,senate,wilkes,libertarian,allen buckley,general,64
2004,senate,wilkes,republican,mac collins,primary,21
2004,senate,wilkes,republican,johnny isakson,primary,138
2004,senate,wilkes,republican,johnny isakson,general,2492
2004,senate,wilkes,republican,herman cain,primary,102
2004,senate,wilkes,democratic,mary squires,primary,201
2004,senate,wilkes,democratic,jim finkelstein,primary,85
2004,senate,wilkes,democratic,cliff oxford,primary,491
2004,senate,wilkes,democratic,govind patel,primary,34
2004,senate,wilkes,democratic,sid cottingham,primary,59
2004,senate,wilkes,democratic,jim boyd,primary,527
2004,senate,wilkes,democratic,leigh baier,primary,207
2004,senate,wilkes,democratic,denise majette,primary,517
2004,senate,wilkes,democratic,denise majette,general,1764
2004,senate,twiggs,libertarian,allen buckley,general,113
2004,senate,twiggs,republican,mac collins,primary,40
2004,senate,twiggs,republican,johnny isakson,primary,59
2004,senate,twiggs,republican,johnny isakson,general,2016
2004,senate,twiggs,republican,herman cain,primary,30
2004,senate,twiggs,democratic,mary squires,primary,234
2004,senate,twiggs,democratic,jim finkelstein,primary,95
2004,senate,twiggs,democratic,cliff oxford,primary,853
2004,senate,twiggs,democratic,govind patel,primary,39
2004,senate,twiggs,democratic,sid cottingham,primary,50
2004,senate,twiggs,democratic,jim boyd,primary,709
2004,senate,twiggs,democratic,leigh baier,primary,254
2004,senate,twiggs,democratic,denise majette,primary,379
2004,senate,twiggs,democratic,denise majette,general,2067
2004,senate,evans,libertarian,allen buckley,general,29
2004,senate,evans,republican,mac collins,primary,28
2004,senate,evans,republican,johnny isakson,primary,163
2004,senate,evans,republican,johnny isakson,general,2213
2004,senate,evans,republican,herman cain,primary,62
2004,senate,evans,democratic,mary squires,primary,103
2004,senate,evans,democratic,jim finkelstein,primary,38
2004,senate,evans,democratic,cliff oxford,primary,474
2004,senate,evans,democratic,govind patel,primary,25
2004,senate,evans,democratic,sid cottingham,primary,37
2004,senate,evans,democratic,jim boyd,primary,373
2004,senate,evans,democratic,leigh baier,primary,149
2004,senate,evans,democratic,denise majette,primary,204
2004,senate,evans,democratic,denise majette,general,1143
2004,senate,habersham,libertarian,allen buckley,general,238
2004,senate,habersham,republican,mac collins,primary,993
2004,senate,habersham,republican,johnny isakson,primary,2982
2004,senate,habersham,republican,johnny isakson,general,10056
2004,senate,habersham,republican,herman cain,primary,1241
2004,senate,habersham,democratic,mary squires,primary,134
2004,senate,habersham,democratic,jim finkelstein,primary,50
2004,senate,habersham,democratic,cliff oxford,primary,230
2004,senate,habersham,democratic,govind patel,primary,13
2004,senate,habersham,democratic,sid cottingham,primary,15
2004,senate,habersham,democratic,jim boyd,primary,225
2004,senate,habersham,democratic,leigh baier,primary,95
2004,senate,habersham,democratic,denise majette,primary,221
2004,senate,habersham,democratic,denise majette,general,2695
2004,senate,bulloch,libertarian,allen buckley,general,266
2004,senate,bulloch,republican,mac collins,primary,579
2004,senate,bulloch,republican,johnny isakson,primary,4454
2004,senate,bulloch,republican,johnny isakson,general,12409
2004,senate,bulloch,republican,herman cain,primary,1555
2004,senate,bulloch,democratic,mary squires,primary,312
2004,senate,bulloch,democratic,jim finkelstein,primary,92
2004,senate,bulloch,democratic,cliff oxford,primary,509
2004,senate,bulloch,democratic,govind patel,primary,45
2004,senate,bulloch,democratic,sid cottingham,primary,49
2004,senate,bulloch,democratic,jim boyd,primary,252
2004,senate,bulloch,democratic,leigh baier,primary,216
2004,senate,bulloch,democratic,denise majette,primary,456
2004,senate,bulloch,democratic,denise majette,general,6103
2004,senate,camden,libertarian,allen buckley,general,287
2004,senate,camden,republican,mac collins,primary,1302
2004,senate,camden,republican,johnny isakson,primary,1868
2004,senate,camden,republican,johnny isakson,general,8780
2004,senate,camden,republican,herman cain,primary,1636
2004,senate,camden,democratic,mary squires,primary,49
2004,senate,camden,democratic,jim finkelstein,primary,23
2004,senate,camden,democratic,cliff oxford,primary,20
2004,senate,camden,democratic,govind patel,primary,6
2004,senate,camden,democratic,sid cottingham,primary,19
2004,senate,camden,democratic,jim boyd,primary,107
2004,senate,camden,democratic,leigh baier,primary,54
2004,senate,camden,democratic,denise majette,primary,123
2004,senate,camden,democratic,denise majette,general,4300
2004,senate,jasper,libertarian,allen buckley,general,85
2004,senate,jasper,republican,mac collins,primary,813
2004,senate,jasper,republican,johnny isakson,primary,536
2004,senate,jasper,republican,johnny isakson,general,3070
2004,senate,jasper,republican,herman cain,primary,206
2004,senate,jasper,democratic,mary squires,primary,33
2004,senate,jasper,democratic,jim finkelstein,primary,16
2004,senate,jasper,democratic,cliff oxford,primary,98
2004,senate,jasper,democratic,govind patel,primary,7
2004,senate,jasper,democratic,sid cottingham,primary,11
2004,senate,jasper,democratic,jim boyd,primary,96
2004,senate,jasper,democratic,leigh baier,primary,37
2004,senate,jasper,democratic,denise majette,primary,275
2004,senate,jasper,democratic,denise majette,general,1515
2004,senate,tift,libertarian,allen buckley,general,175
2004,senate,tift,republican,mac collins,primary,670
2004,senate,tift,republican,johnny isakson,primary,2682
2004,senate,tift,republican,johnny isakson,general,8344
2004,senate,tift,republican,herman cain,primary,438
2004,senate,tift,democratic,mary squires,primary,215
2004,senate,tift,democratic,jim finkelstein,primary,71
2004,senate,tift,democratic,cliff oxford,primary,561
2004,senate,tift,democratic,govind patel,primary,31
2004,senate,tift,democratic,sid cottingham,primary,73
2004,senate,tift,democratic,jim boyd,primary,185
2004,senate,tift,democratic,leigh baier,primary,162
2004,senate,tift,democratic,denise majette,primary,455
2004,senate,tift,democratic,denise majette,general,3660
2004,senate,polk,libertarian,allen buckley,general,250
2004,senate,polk,republican,mac collins,primary,298
2004,senate,polk,republican,johnny isakson,primary,785
2004,senate,polk,republican,johnny isakson,general,7998
2004,senate,polk,republican,herman cain,primary,348
2004,senate,polk,democratic,mary squires,primary,261
2004,senate,polk,democratic,jim finkelstein,primary,133
2004,senate,polk,democratic,cliff oxford,primary,815
2004,senate,polk,democratic,govind patel,primary,54
2004,senate,polk,democratic,sid cottingham,primary,89
2004,senate,polk,democratic,jim boyd,primary,729
2004,senate,polk,democratic,leigh baier,primary,403
2004,senate,polk,democratic,denise majette,primary,831
2004,senate,polk,democratic,denise majette,general,3866
2004,senate,union,libertarian,allen buckley,general,170
2004,senate,union,republican,mac collins,primary,307
2004,senate,union,republican,johnny isakson,primary,599
2004,senate,union,republican,johnny isakson,general,6402
2004,senate,union,republican,herman cain,primary,355
2004,senate,union,democratic,mary squires,primary,204
2004,senate,union,democratic,jim finkelstein,primary,79
2004,senate,union,democratic,cliff oxford,primary,415
2004,senate,union,democratic,govind patel,primary,30
2004,senate,union,democratic,sid cottingham,primary,67
2004,senate,union,democratic,jim boyd,primary,385
2004,senate,union,democratic,leigh baier,primary,227
2004,senate,union,democratic,denise majette,primary,334
2004,senate,union,democratic,denise majette,general,2369
2004,senate,quitman,libertarian,allen buckley,general,27
2004,senate,quitman,republican,mac collins,primary,2
2004,senate,quitman,republican,johnny isakson,primary,4
2004,senate,quitman,republican,johnny isakson,general,395
2004,senate,quitman,republican,herman cain,primary,3
2004,senate,quitman,democratic,mary squires,primary,64
2004,senate,quitman,democratic,jim finkelstein,primary,25
2004,senate,quitman,democratic,cliff oxford,primary,115
2004,senate,quitman,democratic,govind patel,primary,10
2004,senate,quitman,democratic,sid cottingham,primary,24
2004,senate,quitman,democratic,jim boyd,primary,168
